n,m,k0,initial_nodes,iteration,reciprocal_threshold,df,entropy,normalized_entropy,root_is_leader,filename
20,3,1,1,9,0.7083333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.71_iteration9
20,3,1,1,0,0.75,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration0
20,3,1,1,1,0.75,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration1
20,3,1,1,2,0.75,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration2
20,3,1,1,3,0.75,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration3
20,3,1,1,4,0.75,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration4
20,3,1,1,5,0.75,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration5
20,3,1,1,6,0.75,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration6
20,3,1,1,7,0.75,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration7
20,3,1,1,8,0.75,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration8
20,3,1,1,9,0.75,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.75_iteration9
20,3,1,1,0,0.7916666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration0
20,3,1,1,1,0.7916666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration1
20,3,1,1,2,0.7916666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration2
20,3,1,1,3,0.7916666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration3
20,3,1,1,4,0.7916666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration4
20,3,1,1,5,0.7916666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration5
20,3,1,1,6,0.7916666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration6
20,3,1,1,7,0.7916666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration7
20,3,1,1,8,0.7916666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration8
20,3,1,1,9,0.7916666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.79_iteration9
20,3,1,1,0,0.8333333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration0
20,3,1,1,1,0.8333333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration1
20,3,1,1,2,0.8333333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration2
20,3,1,1,3,0.8333333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration3
20,3,1,1,4,0.8333333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration4
20,3,1,1,5,0.8333333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration5
20,3,1,1,6,0.8333333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration6
20,3,1,1,7,0.8333333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration7
20,3,1,1,8,0.8333333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration8
20,3,1,1,9,0.8333333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.83_iteration9
20,3,1,1,0,0.875,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration0
20,3,1,1,1,0.875,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration1
20,3,1,1,2,0.875,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration2
20,3,1,1,3,0.875,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration3
20,3,1,1,4,0.875,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration4
20,3,1,1,5,0.875,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration5
20,3,1,1,6,0.875,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration6
20,3,1,1,7,0.875,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration7
20,3,1,1,8,0.875,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration8
20,3,1,1,9,0.875,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.88_iteration9
20,3,1,1,0,0.9166666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration0
20,3,1,1,1,0.9166666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration1
20,3,1,1,2,0.9166666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration2
20,3,1,1,3,0.9166666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration3
20,3,1,1,4,0.9166666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration4
20,3,1,1,5,0.9166666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration5
20,3,1,1,6,0.9166666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration6
20,3,1,1,7,0.9166666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration7
20,3,1,1,8,0.9166666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration8
20,3,1,1,9,0.9166666666666666,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.92_iteration9
20,3,1,1,0,0.9583333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration0
20,3,1,1,1,0.9583333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration1
20,3,1,1,2,0.9583333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration2
20,3,1,1,3,0.9583333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration3
20,3,1,1,4,0.9583333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration4
20,3,1,1,5,0.9583333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration5
20,3,1,1,6,0.9583333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration6
20,3,1,1,7,0.9583333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration7
20,3,1,1,8,0.9583333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration8
20,3,1,1,9,0.9583333333333333,0.9816498172140428,0.0,0.0,False,prices_model_n20_m3_k01_initial_nodes1_p0.96_iteration9
20,3,1,1,0,1.0,1.0,0.0,0.0,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration0
20,3,1,1,1,1.0,1.0,0.0,0.0,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration1
20,3,1,1,2,1.0,1.0,0.0,0.0,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration2
20,3,1,1,3,1.0,1.0,0.0,0.0,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration3
20,3,1,1,4,1.0,1.0,0.0,0.0,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration4
20,3,1,1,5,1.0,1.0,0.0,0.0,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration5
20,3,1,1,6,1.0,1.0,0.0,0.0,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration6
20,3,1,1,7,1.0,1.0,0.0,0.0,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration7
20,3,1,1,8,1.0,1.0,0.0,0.0,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration8
20,3,1,1,9,1.0,1.0,0.0,0.0,True,prices_model_n20_m3_k01_initial_nodes1_p1.0_iteration9
50,3,1,1,0,0.0,1.4048949503631345e-08,1.8525326974999592,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration0
50,3,1,1,1,0.0,0.0,1.881462962078592,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration1
50,3,1,1,2,0.0,2.809789900726269e-08,1.9027252429345876,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration2
50,3,1,1,3,0.0,0.0,1.89269983865142,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration3
50,3,1,1,4,0.0,0.0,1.909478941668343,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration4
50,3,1,1,5,0.0,0.0,1.8870421082280386,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration5
50,3,1,1,6,0.0,0.0,1.88882414290782,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration6
50,3,1,1,7,0.0,2.4333494333259047e-08,1.8593143107920984,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration7
50,3,1,1,8,0.0,0.0,1.8997266917115607,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration8
50,3,1,1,9,0.0,0.0,1.903187324757927,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.0_iteration9
50,3,1,1,0,0.041666666666666664,3.1414406102581615e-08,1.9132895289337108,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration0
50,3,1,1,1,0.041666666666666664,0.0,1.8969054282968247,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration1
50,3,1,1,2,0.041666666666666664,0.0,1.9156054313358508,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration2
50,3,1,1,3,0.041666666666666664,0.0,1.9096434773326854,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration3
50,3,1,1,4,0.041666666666666664,0.0,1.9345869010713042,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration4
50,3,1,1,5,0.041666666666666664,0.0,1.889734260240564,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration5
50,3,1,1,6,0.041666666666666664,0.0,1.8796265114199968,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration6
50,3,1,1,7,0.041666666666666664,2.4333494333259047e-08,1.9194964795320981,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration7
50,3,1,1,8,0.041666666666666664,0.0,1.885273379529537,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration8
50,3,1,1,9,0.041666666666666664,0.0,1.8933795493598249,1.0,False,prices_model_n50_m3_k01_initial_nodes1_p0.04_iteration9
50,3,1,1,0,0.08333333333333333,0.23236883706687003,1.8653413232453482,0.9971932126100184,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration0
50,3,1,1,1,0.08333333333333333,0.24052518121089306,1.876132468040858,1.0000478187388229,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration1
50,3,1,1,2,0.08333333333333333,0.25492506881084803,1.874516362884896,0.9960038180618036,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration2
50,3,1,1,3,0.08333333333333333,0.20766284165039423,1.8787751957651915,0.9973626766102283,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration3
50,3,1,1,4,0.08333333333333333,0.20733180658657205,1.8796349162102493,0.9977274232281947,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration4
50,3,1,1,5,0.08333333333333333,0.22262296140362292,1.880475779796248,0.9964060438483452,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration5
50,3,1,1,6,0.08333333333333333,0.31286297522249307,1.8760831589332185,0.9860497746218628,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration6
50,3,1,1,7,0.08333333333333333,0.14529247658486433,1.8587197104605637,0.9999594484287191,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration7
50,3,1,1,8,0.08333333333333333,0.19826666402705365,1.8703632576346902,0.9987583701222769,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration8
50,3,1,1,9,0.08333333333333333,0.15728495641042325,1.8660822532054133,0.9974414863091805,False,prices_model_n50_m3_k01_initial_nodes1_p0.08_iteration9
50,3,1,1,0,0.125,0.4690298529234413,1.78017012877151,0.9532093708751115,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration0
50,3,1,1,1,0.125,0.5072268423016035,1.7886309897645638,0.9401327987661288,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration1
50,3,1,1,2,0.125,0.431728290698554,1.79539007599025,0.9704259609445972,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration2
50,3,1,1,3,0.125,0.44847535580031384,1.7880017328690418,0.9595857612646852,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration3
50,3,1,1,4,0.125,0.46207893608591355,1.7981205093643904,0.9508600871991933,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration4
50,3,1,1,5,0.125,0.4426158961559686,1.7893495362174987,0.9612958319156645,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration5
50,3,1,1,6,0.125,0.4269091588360682,1.7936525528746063,0.9674306832140372,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration6
50,3,1,1,7,0.125,0.4670564274354371,1.7862187457509069,0.9575501433267833,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration7
50,3,1,1,8,0.125,0.40741264285804185,1.7871200532168345,0.9730376907222629,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration8
50,3,1,1,9,0.125,0.4680973512107178,1.7883269033072173,0.9555849949083103,False,prices_model_n50_m3_k01_initial_nodes1_p0.12_iteration9
50,3,1,1,0,0.16666666666666666,0.6064746205646309,1.5902323670629757,0.8669133105526574,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration0
50,3,1,1,1,0.16666666666666666,0.6269738129491274,1.5908085553211353,0.8601434467898383,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration1
50,3,1,1,2,0.16666666666666666,0.6078703233803563,1.5950250951657696,0.8693751959031816,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration2
50,3,1,1,3,0.16666666666666666,0.6143135008645916,1.5860253377347346,0.8610212902079669,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration3
50,3,1,1,4,0.16666666666666666,0.6398915088228899,1.5958414590419503,0.8487503716498309,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration4
50,3,1,1,5,0.16666666666666666,0.6382557860642921,1.5980032942648354,0.8546937276910307,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration5
50,3,1,1,6,0.16666666666666666,0.6022682655064052,1.5921319288820974,0.8726457326116087,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration6
50,3,1,1,7,0.16666666666666666,0.653978579007039,1.5860488666259824,0.8482252299926042,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration7
50,3,1,1,8,0.16666666666666666,0.6324317360497207,1.5964831532687025,0.8505851832045568,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration8
50,3,1,1,9,0.16666666666666666,0.6158542031138864,1.5892138688773365,0.8599233013877341,False,prices_model_n50_m3_k01_initial_nodes1_p0.17_iteration9
50,3,1,1,0,0.20833333333333331,0.7812052254430311,1.3822669859490984,0.7200140240681854,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration0
50,3,1,1,1,0.20833333333333331,0.7566482441755281,1.3857451385971273,0.740164340633823,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration1
50,3,1,1,2,0.20833333333333331,0.7584332444276892,1.3818157257383785,0.7285837506072264,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration2
50,3,1,1,3,0.20833333333333331,0.7700052583768716,1.3862895422962922,0.7230840709951304,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration3
50,3,1,1,4,0.20833333333333331,0.7521515625409707,1.3862825959353628,0.734117638157972,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration4
50,3,1,1,5,0.20833333333333331,0.7716778429656247,1.382959074406151,0.721613123324936,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration5
50,3,1,1,6,0.20833333333333331,0.7531194107246632,1.386280954378413,0.7404800959418882,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration6
50,3,1,1,7,0.20833333333333331,0.7329734928795313,1.386289124487708,0.7359201702713766,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration7
50,3,1,1,8,0.20833333333333331,0.7664920662718062,1.3860297311685352,0.741242429673626,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration8
50,3,1,1,9,0.20833333333333331,0.7688566360015867,1.3862916724264553,0.7302607039493865,False,prices_model_n50_m3_k01_initial_nodes1_p0.21_iteration9
50,3,1,1,0,0.25,0.9591663046625439,1.0986122886681098,0.5591376266015788,False,prices_model_n50_m3_k01_initial_nodes1_p0.25_iteration0
50,3,1,1,1,0.25,0.9591663046625439,1.0986122886681098,0.5590810547505058,False,prices_model_n50_m3_k01_initial_nodes1_p0.25_iteration1
50,3,1,1,2,0.25,0.9591663046625439,1.0986122886681098,0.538612279656164,False,prices_model_n50_m3_k01_initial_nodes1_p0.25_iteration2
50,3,1,1,3,0.25,0.9591663046625439,1.0986122886681098,0.5572250509516196,False,prices_model_n50_m3_k01_initial_nodes1_p0.25_iteration3
50,3,1,1,4,0.25,0.9591663046625439,1.0986122886681098,0.5516247389984178,False,prices_model_n50_m3_k01_initial_nodes1_p0.25_iteration4
50,3,1,1,5,0.25,0.9591663046625439,1.0986122886681098,0.5603347490517154,False,prices_model_n50_m3_k01_initial_nodes1_p0.25_iteration5
50,3,1,1,6,0.25,0.9591663046625439,1.0986122886681098,0.5399988675946626,False,prices_model_n50_m3_k01_initial_nodes1_p0.25_iteration6
50,3,1,1,7,0.25,0.9591663046625439,1.0986122886681098,0.5524442535342062,False,prices_model_n50_m3_k01_initial_nodes1_p0.25_iteration7
50,3,1,1,8,0.25,0.9591663046625439,1.0986122886681098,0.5492833601801298,False,prices_model_n50_m3_k01_initial_nodes1_p0.25_iteration8
50,3,1,1,9,0.25,0.9591663046625439,1.0986122886681098,0.5461664514652823,False,prices_model_n50_m3_k01_initial_nodes1_p0.25_iteration9
50,3,1,1,0,0.29166666666666663,0.9591663046625439,1.0986122886681098,0.5576896421422802,False,prices_model_n50_m3_k01_initial_nodes1_p0.29_iteration0
50,3,1,1,1,0.29166666666666663,0.9591663046625439,1.0986122886681098,0.5464735659195038,False,prices_model_n50_m3_k01_initial_nodes1_p0.29_iteration1
50,3,1,1,2,0.29166666666666663,0.9591663046625439,1.0986122886681098,0.5487998106680169,False,prices_model_n50_m3_k01_initial_nodes1_p0.29_iteration2
50,3,1,1,3,0.29166666666666663,0.9591663046625439,1.0986122886681098,0.5654191340733189,False,prices_model_n50_m3_k01_initial_nodes1_p0.29_iteration3
50,3,1,1,4,0.29166666666666663,0.9591663046625439,1.0986122886681098,0.5404221721147258,False,prices_model_n50_m3_k01_initial_nodes1_p0.29_iteration4
50,3,1,1,5,0.29166666666666663,0.9591663046625439,1.0986122886681098,0.5548839739905463,False,prices_model_n50_m3_k01_initial_nodes1_p0.29_iteration5
50,3,1,1,6,0.29166666666666663,0.9591663046625439,1.0986122886681098,0.5554700223600968,False,prices_model_n50_m3_k01_initial_nodes1_p0.29_iteration6
50,3,1,1,7,0.29166666666666663,0.9591663046625439,1.0986122886681098,0.5505227938157318,False,prices_model_n50_m3_k01_initial_nodes1_p0.29_iteration7
50,3,1,1,8,0.29166666666666663,0.9591663046625439,1.0986122886681098,0.5548818373126122,False,prices_model_n50_m3_k01_initial_nodes1_p0.29_iteration8
50,3,1,1,9,0.29166666666666663,0.9591663046625439,1.0986122886681098,0.5556678424400575,False,prices_model_n50_m3_k01_initial_nodes1_p0.29_iteration9
50,3,1,1,0,0.3333333333333333,0.9793792286287206,0.6931471805599452,0.3553419399311091,False,prices_model_n50_m3_k01_initial_nodes1_p0.33_iteration0
50,3,1,1,1,0.3333333333333333,0.9793792286287206,0.6931471805599452,0.34504191281750707,False,prices_model_n50_m3_k01_initial_nodes1_p0.33_iteration1
50,3,1,1,2,0.3333333333333333,0.9793792286287206,0.6931471805599452,0.35403712544886307,False,prices_model_n50_m3_k01_initial_nodes1_p0.33_iteration2
50,3,1,1,3,0.3333333333333333,0.9793792286287206,0.6931471805599452,0.3530354661484318,False,prices_model_n50_m3_k01_initial_nodes1_p0.33_iteration3
50,3,1,1,4,0.3333333333333333,0.9793792286287206,0.6931471805599452,0.35252930946045546,False,prices_model_n50_m3_k01_initial_nodes1_p0.33_iteration4
50,3,1,1,5,0.3333333333333333,0.9793792286287206,0.6931471805599452,0.35209588907864714,False,prices_model_n50_m3_k01_initial_nodes1_p0.33_iteration5
50,3,1,1,6,0.3333333333333333,0.9793792286287206,0.6931471805599452,0.3542862159015362,False,prices_model_n50_m3_k01_initial_nodes1_p0.33_iteration6
50,3,1,1,7,0.3333333333333333,0.9793792286287206,0.6931471805599452,0.3441497717560383,False,prices_model_n50_m3_k01_initial_nodes1_p0.33_iteration7
50,3,1,1,8,0.3333333333333333,0.9793792286287206,0.6931471805599452,0.3574132178098138,False,prices_model_n50_m3_k01_initial_nodes1_p0.33_iteration8
50,3,1,1,9,0.3333333333333333,0.9793792286287206,0.6931471805599452,0.35253990125941337,False,prices_model_n50_m3_k01_initial_nodes1_p0.33_iteration9
50,3,1,1,0,0.375,0.9793792286287206,0.6931471805599452,0.35290903736719065,False,prices_model_n50_m3_k01_initial_nodes1_p0.38_iteration0
50,3,1,1,1,0.375,0.9793792286287206,0.6931471805599452,0.3470730659070687,False,prices_model_n50_m3_k01_initial_nodes1_p0.38_iteration1
50,3,1,1,2,0.375,0.9793792286287206,0.6931471805599452,0.3464031123240983,False,prices_model_n50_m3_k01_initial_nodes1_p0.38_iteration2
50,3,1,1,3,0.375,0.9793792286287206,0.6931471805599452,0.35606794848641404,False,prices_model_n50_m3_k01_initial_nodes1_p0.38_iteration3
50,3,1,1,4,0.375,0.9793792286287206,0.6931471805599452,0.35016579639265044,False,prices_model_n50_m3_k01_initial_nodes1_p0.38_iteration4
50,3,1,1,5,0.375,0.9793792286287206,0.6931471805599452,0.3524317412848658,False,prices_model_n50_m3_k01_initial_nodes1_p0.38_iteration5
50,3,1,1,6,0.375,0.9793792286287206,0.6931471805599452,0.34421561836139236,False,prices_model_n50_m3_k01_initial_nodes1_p0.38_iteration6
50,3,1,1,7,0.375,0.9793792286287206,0.6931471805599452,0.35500451161494667,False,prices_model_n50_m3_k01_initial_nodes1_p0.38_iteration7
50,3,1,1,8,0.375,0.9793792286287206,0.6931471805599452,0.3542507221691658,False,prices_model_n50_m3_k01_initial_nodes1_p0.38_iteration8
50,3,1,1,9,0.375,0.9793792286287206,0.6931471805599452,0.3474576328914476,False,prices_model_n50_m3_k01_initial_nodes1_p0.38_iteration9
50,3,1,1,0,0.41666666666666663,0.9793792286287206,0.6931471805599452,0.3494718671288867,False,prices_model_n50_m3_k01_initial_nodes1_p0.42_iteration0
50,3,1,1,1,0.41666666666666663,0.9793792286287206,0.6931471805599452,0.3512329503159717,False,prices_model_n50_m3_k01_initial_nodes1_p0.42_iteration1
50,3,1,1,2,0.41666666666666663,0.9793792286287206,0.6931471805599452,0.3496436833458905,False,prices_model_n50_m3_k01_initial_nodes1_p0.42_iteration2
50,3,1,1,3,0.41666666666666663,0.9793792286287206,0.6931471805599452,0.3494039649596642,False,prices_model_n50_m3_k01_initial_nodes1_p0.42_iteration3
50,3,1,1,4,0.41666666666666663,0.9793792286287206,0.6931471805599452,0.35182103074818666,False,prices_model_n50_m3_k01_initial_nodes1_p0.42_iteration4
50,3,1,1,5,0.41666666666666663,0.9793792286287206,0.6931471805599452,0.3544590711687437,False,prices_model_n50_m3_k01_initial_nodes1_p0.42_iteration5
50,3,1,1,6,0.41666666666666663,0.9793792286287206,0.6931471805599452,0.34790265548822175,False,prices_model_n50_m3_k01_initial_nodes1_p0.42_iteration6
50,3,1,1,7,0.41666666666666663,0.9793792286287206,0.6931471805599452,0.34546243440789653,False,prices_model_n50_m3_k01_initial_nodes1_p0.42_iteration7
50,3,1,1,8,0.41666666666666663,0.9793792286287206,0.6931471805599452,0.3502089579552867,False,prices_model_n50_m3_k01_initial_nodes1_p0.42_iteration8
50,3,1,1,9,0.41666666666666663,0.9793792286287206,0.6931471805599452,0.3502813680787948,False,prices_model_n50_m3_k01_initial_nodes1_p0.42_iteration9
50,3,1,1,0,0.4583333333333333,0.9793792286287206,0.6931471805599452,0.3489804363892595,False,prices_model_n50_m3_k01_initial_nodes1_p0.46_iteration0
50,3,1,1,1,0.4583333333333333,0.9793792286287206,0.6931471805599452,0.34845330324740054,False,prices_model_n50_m3_k01_initial_nodes1_p0.46_iteration1
50,3,1,1,2,0.4583333333333333,0.9793792286287206,0.6931471805599452,0.3401073812417619,False,prices_model_n50_m3_k01_initial_nodes1_p0.46_iteration2
50,3,1,1,3,0.4583333333333333,0.9793792286287206,0.6931471805599452,0.35596224456711645,False,prices_model_n50_m3_k01_initial_nodes1_p0.46_iteration3
50,3,1,1,4,0.4583333333333333,0.9793792286287206,0.6931471805599452,0.345092980270855,False,prices_model_n50_m3_k01_initial_nodes1_p0.46_iteration4
50,3,1,1,5,0.4583333333333333,0.9793792286287206,0.6931471805599452,0.34790374086201553,False,prices_model_n50_m3_k01_initial_nodes1_p0.46_iteration5
50,3,1,1,6,0.4583333333333333,0.9793792286287206,0.6931471805599452,0.3547627992208007,False,prices_model_n50_m3_k01_initial_nodes1_p0.46_iteration6
50,3,1,1,7,0.4583333333333333,0.9793792286287206,0.6931471805599452,0.3540310094664782,False,prices_model_n50_m3_k01_initial_nodes1_p0.46_iteration7
50,3,1,1,8,0.4583333333333333,0.9793792286287206,0.6931471805599452,0.3389689148903687,False,prices_model_n50_m3_k01_initial_nodes1_p0.46_iteration8
